"dep","dep_lat","dep_lng","dest","dest_lat","dest_lng","crash","crash_lat","crash_lng"
"Seoul-Gimpo (Kimpo) International Airport (SEL/RKSS), South Korea","37.55886","126.99989","Mokpo Airport (MPK/RKJM), South Korea","34.79961","126.39195","7,5 km (4.7 mls) SW of Mokpo Airport (MPK) (   South Korea)","34.79961","126.39195"
"Irkutsk Airport (IKT/UIII), Russia","52.30026","104.24686","Moskva-Domodedovo Airport (DME/UUDD), Russia","55.75697","37.61502",near Mamony (   Russia),"52.30843","104.17602"
"Luanda-4 de Fevereiro Airport (LAD/FNLU), Angola",-8.80847,"13.23707","Dundo Airport (DUE/FNDU), Angola",-7.36903,"20.83473",Dundo Airport (DUE) (   Angola),-7.36903,"20.83473"
"Panama City-Bay County International Airport, FL (PFN/KPFN), United States of America","30.18525",-85.67088,"Albany-Dougherty County Airport, GA (ABY/KABY), United States of America","31.5814",-84.15602,"Donalsonville, GA (   United States of America)","31.04111",-84.88253
"Luanda-4 de Fevereiro Airport (LAD/FNLU), Angola",-8.80847,"13.23707","Windhoek-Hosea Kutako International Airport (WDH/FYWE), Namibia",-22.57159,"17.09075",near Windhoek-Hosea Kutako International Airport (WDH) (   Namibia),-22.57159,"17.09075"
"Seoul-Gimpo (Kimpo) International Airport (SEL/RKSS), South Korea","37.55886","126.99989","Osaka-Kansai International Airport (KIX/RJBB), Japan","35.9237","137.2446",Seoul-Gimpo (Kimpo) International Airport (SEL/RKSS) (   South Korea),"37.55886","126.99989"
"Seoul-Gimpo (Kimpo) International Airport (SEL/RKSS), South Korea","37.55886","126.99989","Beijing-Capital Airport (PEK/ZBAA), China","39.96768","116.46231",Seoul-Gimpo (Kimpo) International Airport (SEL/RKSS) (   South Korea),"37.55886","126.99989"
"Bergamo-Orio Al Serio Airport (BGY/LIME), Italy","45.67484","9.68786","Brussel-Zaventem Airport (BRU/EBBR), Belgium","50.86489","4.4202",Überlingen (   Germany),"47.76731","9.1591"
"Palm Springs Municipal Airport, CA (PSP/KPSP), United States of America","33.82322",-116.51196,"Sacramento-McClellan AFB, CA (MCC/KMCC), United States of America","38.66869",-121.3948,"5 km (3.1 mls) NW of Auburn, CA (   United States of America)","38.8962",-121.07887
"Sibay Airport, Russia","52.72148","58.68625","Magnitogorsk Airport (MQF/USCM), Russia","53.40767","58.98558","1,3 km (0.8 mls) SSW of Sibay Airport, Bashkortostan (   Russia)","52.72148","58.68625"
"Chicago-Midway Airport, IL (MDW/KMDW), United States of America","41.88897",-87.77153,"Detroit-Willow Run Airport, MI (YIP/KYIP), United States of America","42.23635",-83.55169,"Michigan City, IN (   United States of America)","41.71936",-86.90317
"Canberra Airport, ACT (CBR/YSCB), Australia",-35.30842,"149.18741","East Sale AB, VIC (YMES), Australia",-38.10577,"147.13309","Forrest Hill, VIC (   Australia)",-37.8372,"144.99579"
"Oslo-Fornebu Airport (FBU/ENFB), Norway","59.89484","10.62615","Rotterdam Airport (RTM/EHRD), Netherlands","51.94742","4.43492",Oslo-Fornebu Airport (FBU) (   Norway),"59.89484","10.62615"
"Manila International Airport (MNL/RPLL), Philippines","14.58865","120.98454","Cauayan Airport (CYZ/RPUY), Philippines","10.93679","122.64358",Kasibu (   Philippines),"16.3187","121.29654"
"Oran-es Senia Airport (ORN/DAOO), Algeria","35.65556",-0.62308,"Sevilla Airport (SVQ/LEZL), Spain","37.38788",-6.00197,Sevilla Airport (SVQ) (   Spain),"37.36767",-5.94853
"Denpasar-Ngurah Rai Bali International Airport (DPS/WADD), Indonesia",-8.67358,"115.20314","Surabaya-Juanda Airport (SUB/WARR), Indonesia",-7.26309,"112.73129",Surabaya-Juanda Airport (SUB) (   Indonesia),-7.26309,"112.73129"
"Calgary International Airport, AB (YYC/CYYC), Canada","51.13411",-114.0021,"Lloydminster Airport, AB (YLL/CYLL), Canada","53.27805",-110.00672,"Lloydminster Airport, AB (YLL) (   Canada)","53.27805",-110.00672
"Columbus-Rickenbacker International Airport, OH (LCK/KLCK), United States of America","39.82707",-82.94293,"Buffalo Municipal Airport, NY (BUF/KBUF), United States of America","42.94816",-78.73574,"1,6 km (1 mls) ESE of Columbus-Rickenbacker International Airport, OH (LCK) (   United States of America)","39.82707",-82.94293
"Newquay-St Mawgan RAF Station (NQY/EGDG), United Kingdom","50.45465",-4.99828,"Grove USAAF Station AAF-519, United Kingdom","53.30843",-0.89274,"Brown Willy, Bodmin Moor, Cornwall (   United Kingdom)","50.47124",-4.71734
"Pereira-Matecaña Airport (PEI/SKPE), Colombia","4.81061",-75.74878,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,"Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE) (   Argentina)",-34.57632,-58.51006
"Kandahar Airport (KDH/OAKN), Afghanistan","31.62096","65.70341","Kabul Airport (KBL/OAKB), Afghanistan","34.53314","69.10224","15 km (9.4 mls) S of Kabul Airport (KBL) (   Afghanistan)","34.53314","69.10224"
"Tokyo-Haneda Airport (HND/RJTT), Japan","35.68409","139.80885","Hamamatsu Airport (RJNH), Japan","34.72867","137.73931",near Hakuba (   Japan),"36.67934","137.8492"
"Porto Alegre-Salgado Filho International Airport, RS (POA/SBPA), Brazil",-29.98969,-51.17548,"São Paulo-Congonhas Airport, SP (CGH/SBSP), Brazil",-20.50904,-43.85437,"Porto Alegre-Salgado Filho International Airport, RS (POA) (   Brazil)",-29.98969,-51.17548
"New York-La Guardia Airport, NY (LGA/KLGA), United States of America","40.76952",-73.88675,"Chicago-O'Hare International Airport, IL (ORD/KORD), United States of America","41.96638",-87.84859,"Lake Michigan, MI (   United States of America)","42.2224",-86.37803
"Tepic Airport (TPQ/MMEP), Mexico","21.51198",-104.89164,"Guadalajara International Airport (GDL/MMGL), Mexico","20.68758",-103.35104,near Tepic Airport (TPQ) (   Mexico),"21.51198",-104.89164
"Slavgorod Airport, Russia","52.99485","78.6286","Samara Airport (KUF/UWWW), Russia","53.19171","50.19093","8,6 km (5.4 mls) from  Slavgorod (   Russia)","52.99485","78.6286"
"Neiva-La Marguita Airport (NVA/SKNV), Colombia","2.92786",-75.27897,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,Hobo (   Colombia),"2.58047",-75.44816
"Chelyabinsk Airport (CEK/USCC), Russia","55.16307","61.38878","Barnaul Airport (BAX/UNBB), Russia","53.30869","83.77508",Novosibirsk-Tolmachevo Airport (OVB) (   Russia),"55.03977","82.91017"
"Sharm el Sheikh International Airport (SSH/HESH), Egypt","27.86951","34.30419","Saint Petersburg-Pulkovo Airport (LED/ULLI), Russia","59.93318","30.30605","ca 50 km SE of Hasna, North Sinai (   Egypt)","30.46659","33.78383"
"Brainerd-Crow Wing County Airport, MN (BRD/KBRD), United States of America","46.39249",-94.14168,"Flint-Bishop Airport, MI (FNT/KFNT), United States of America","43.05694",-83.69934,"5,6 km (3.5 mls) NE of Ironwood-Gogebic County Airport, MI (IWD) (   United States of America)","46.52113",-90.18337
"Amarillo-English Field, TX (AMA/KAMA), United States of America","35.23315",-101.70609,"Albuquerque-West Mesa Airport, NM, United States of America","35.09433",-106.70337,"near Quay, NM (   United States of America)","35.17237",-103.55027
"London-Croydon Airport (-/-), United Kingdom","51.50466","0.03984","Oslo-Gardermoen Airport (GEN/ENGM), Norway","60.16052","11.11624","19 km (11.9 mls) N of Oslo (   Norway)","59.91234","10.75"
"Agartala-Singerbhil Airport (IXA/VEAT), India","23.83145","91.28718","Calcutta-Dum Dum Airport (CCU/VECC), India","22.6469","88.43932",near Khulna Airport (KHL) (   Bangladesh),"22.84629","89.53833"
"Bucaramanga-Gomez Niño Airport, Colombia","7.10734",-73.1208,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,Bucaramanga-Gomez Niño Airport (   Colombia),"7.10734",-73.1208
"London-Heathrow Airport (LHR/EGLL), United Kingdom","51.47247",-0.45288,"Kuwait International Airport (KWI/OKBK), Kuwait","29.37321","47.97142",Manston-Kent International Airport (MSE) (   United Kingdom),"50.93645",-2.26295
"Bucharest-Baneasa Airport (BBU/LRBS), Romania","44.49402","26.08011","Bacau Airport (BCM/LRBC), Romania","46.56909","26.91096",Bacau Airport (BCM) (   Romania),"46.56909","26.91096"
"Nice-Côte d'Azur Airport (NCE/LFMN), France","43.6856","7.23227","Lourdes-Tarbes Ossun Lourdes Airport (LDE/LFBT), France","43.09965",-0.03956,near Castera-Lou (   France),"43.32279","0.15189"
"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America","40.65467",-73.78911,"Brussel-Zaventem Airport (BRU/EBBR), Belgium","50.86489","4.4202","New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)","40.65009",-73.75436
"Tripoli-Mitiga International Airport (MJI/HLLM), Libya","32.89534","13.18105","Moskva-Domodedovo Airport (DME/UUDD), Russia","55.75697","37.61502",Moskva-Domodedovo Airport (DME) (   Russia),"55.75697","37.61502"
"Bloodvein Airport, MB (YDV/CZTA), Canada","51.78361",-96.6991,"Winnipeg International Airport, MB (YWG/CYWG), Canada","49.90342",-97.22002,"Bloodvein River Airport, MB (YDV) (   Canada)","51.78361",-96.6991
"Tyumen Airport (TJM/USTR), Russia","57.15327","65.5348","Moskva-Domodedovo Airport (DME/UUDD), Russia","55.75697","37.61502",Moskva-Domodedovo Airport (DME) (   Russia),"55.75697","37.61502"
"Yellowknife Airport, NT (YZF/CYZF), Canada","62.45822",-114.41165,"Lutsel K'e Airport, NT (YSG/CYLK), Canada","62.4055",-110.73907,"Utsingi Point, Great Slave Lake, NT (   Canada)","55.28675",-114.77155
"Lombok International Airport (LOP/WADL), Indonesia",-1.5626,"116.1146","Surabaya-Juanda Airport (SUB/WARR), Indonesia",-7.26309,"112.73129",Surabaya-Juanda Airport (SUB) (   Indonesia),-7.26309,"112.73129"
"Rio de Janeiro-Santos Dumont Airport, RJ (SDU/SBRJ), Brazil",-22.97243,-43.22459,"São Paulo-Congonhas Airport, SP (CGH/SBSP), Brazil",-20.50904,-43.85437,"ca 1 km N of Rio de Janeiro-Santos Dumont Airport, RJ (SDU) (   Brazil)",-22.80815,-43.35549
"Mariánské Lázne Airport (MKA/LKMR), Czech Republic","49.97423","12.70484","Praha-Ruzyne International Airport (PRG/LKPR), Czech Republic","50.08245","14.31048",Nürnberg Airport (NUE) (   Germany),"49.45435","11.0735"
"Mineralnye Vody Airport (MRV/URMM), Russia","44.1979","43.12299","Moskva-Domodedovo Airport (DME/UUDD), Russia","55.75697","37.61502",Moskva-Domodedovo Airport (DME) (   Russia),"55.75697","37.61502"
"Beaumont-Jefferson County Airport, TX (BPT/KBPT), United States of America","30.08616",-94.10135,"Houston-George Bush Intercontinental Airport, TX (IAH/KIAH), United States of America","29.88839",-95.11211,"Beaumont-Jefferson County Airport, TX (BPT) (   United States of America)","29.95643",-94.01489
"Denver International Airport, CO (DEN/KDEN), United States of America","39.85139",-104.68097,"Rock Springs-Sweetwater County Airport, WY (RKS/KRKS), United States of America","41.58632",-109.22267,"near Denver International Airport, CO (DEN) (   United States of America)","39.85139",-104.68097
"Bucaramanga-Palo Negro Airport (BGA/SKBG), Colombia","7.1171",-73.12928,"Málaga Airport (SKLA), Colombia","6.69808",-72.73301,"15 km (9.4 mls) W of Málaga Airport (   Colombia)","6.69808",-72.73301
"Swinderby RAF Station (EGXS), United Kingdom","53.16484",-0.70111,"Swinderby RAF Station (EGXS), United Kingdom","53.16484",-0.70111,"5 km (3.1 mls) SSW of Swinderby RAF Station (   United Kingdom)","53.16484",-0.70111
"Goldsboro-Seymour Johnson AFB, NC (GSB/KGSB), United States of America","35.35269",-77.98437,"Goldsboro-Seymour Johnson AFB, NC (GSB/KGSB), United States of America","35.35269",-77.98437,"10 km (6.3 mls) NNW of Beulaville, NC (   United States of America)","34.9244",-77.77341
"Leeming RAF Station (EGXE), United Kingdom","54.29687",-1.54914,"Leeming RAF Station (EGXE), United Kingdom","54.29687",-1.54914,"4,8 km (3 mls) NW of Leeming RAF Station (   United Kingdom)","53.80535",-1.93759
"Manizales-La Nubia Airport (MZL/SKMZ), Colombia","5.06465",-75.50755,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,Municipio de Marulanda (   Colombia),"5.2847",-75.26005
"Salt Lake City Municipal Airport, UT (SLC/KSLC), United States of America","40.76259",-111.89396,"Salt Lake City Municipal Airport, UT (SLC/KSLC), United States of America","40.76259",-111.89396,"Great Salt Lake, UT (   United States of America)","40.7147",-111.97717
"Moskva-Domodedovo Airport (DME/UUDD), Russia","55.75697","37.61502","Moskva-Domodedovo Airport (DME/UUDD), Russia","55.75697","37.61502",near Moskva-Domodedovo (   Russia),"55.44028","37.76619"
"Kuwait International Airport (KWI/OKBK), Kuwait","29.37321","47.97142","Kabul Airport (KBL/OAKB), Afghanistan","34.53314","69.10224","93 km (58.1 mls) W of Ghazni (   Afghanistan)","33.54833","68.42123"
"Moses Lake-Larson AFB, WA (LRN), United States of America","47.17601",-119.32642,"Moses Lake-Larson AFB, WA (LRN), United States of America","47.17601",-119.32642,"Death Valley, CA (   United States of America)","36.45707",-116.86616
"Annette Island Airport, AK (ANN/PANT), United States of America","55.06238",-131.54018,"Annette Island Airport, AK (ANN/PANT), United States of America","55.06238",-131.54018,"Atlin Provincial Park, BC (   Canada)","59.57495",-133.70343
"Siauliai-Siauliai Airport (SQQ/EYSA), Lithuania","55.93309","23.31731","Siauliai-Siauliai Airport (SQQ/EYSA), Lithuania","55.93309","23.31731","Krestsy, Novgorod Region (   Russia)","58.24891","32.5216"
"Praha-Ruzyne International Airport (PRG/LKPR), Czech Republic","50.08245","14.31048","Düsseldorf Airport (DUS/EDDL), Germany","51.21564","6.77666",Düsseldorf Airport (DUS) (   Germany),"51.21564","6.77666"
"Zaragoza Airport (ZAZ/LEZG), Spain","41.65184",-0.88114,"Zaragoza Airport (ZAZ/LEZG), Spain","41.65184",-0.88114,"4 km (2.5 mls) NW of Borja (   Spain)","41.83315",-1.52893
"Winnipeg International Airport, MB (YWG/CYWG), Canada","49.90342",-97.22002,"Island Lake/Garden Hill Airport, MB (YIV/CYIV), Canada","53.88048",-94.64755,"Winnipeg International Airport, MB (YWG) (   Canada)","49.90342",-97.22002
"San Felipe-Víctor Lafón Airport (SSD/SCSF), Chile",-32.74948,-70.72531,"Villavicencio Airport (VVC/SKVV), Colombia","4.13235",-73.62194,Barrancominas Airport (NBB) (   Colombia),"3.49418",-69.81454
"Sandy Lake Airport, ON (ZSJ/CZSJ), Canada","53.05739",-93.32296,"Winnipeg International Airport, MB (YWG/CYWG), Canada","49.90342",-97.22002,"2 km (1.3 mls) NW of Sandy Lake Airport, ON (ZSJ) (   Canada)","53.05739",-93.32296
"Fullerton Municipal Airport, CA (FUL/KFUL), United States of America","33.87033",-117.92896,"Fullerton Municipal Airport, CA (FUL/KFUL), United States of America","33.87033",-117.92896,"near Fullerton Municipal Airport, CA (FUL) (   United States of America)","33.87033",-117.92896
"Moskva-Domodedovo Airport (DME/UUDD), Russia","55.75697","37.61502","Volgograd Airport (VOG/URWW), Russia","48.70407","44.45181",near Buchalki (   Russia),"53.77279","38.72742"
"Monte Real Air Base (LPMR), Portugal","39.85082",-8.86079,"Monte Real Air Base (LPMR), Portugal","39.85082",-8.86079,Barragem da Aguieira (   Portugal),"39.56507",-7.81797
"Greenville-Spartanburg Airport, SC (GSP/KGSP), United States of America","34.93947",-82.04106,"Greenville-Spartanburg Airport, SC (GSP/KGSP), United States of America","34.93947",-82.04106,"Greenville-Spartanburg Airport, SC (GSP) (   United States of America)","34.93947",-82.04106
"Harbin-Taiping International Airport (HRB/ZYHB), China","45.75554","126.63951","Seoul-Incheon International Airport (ICN/RKSI), South Korea","37.46318","126.66086",Seoul-Incheon International Airport (ICN) (   South Korea),"37.46318","126.66086"
"Ulyanovsk/Baratayevka Airport (ULV/UWLL), Russia","54.2885","48.20463","Moskva-Domodedovo Airport (DME/UUDD), Russia","55.75697","37.61502",Moskva-Domodedovo Airport (DME) (   Russia),"55.75697","37.61502"
"Monte Real Air Base (LPMR), Portugal","39.85082",-8.86079,"Monte Real Air Base (LPMR), Portugal","39.85082",-8.86079,near São Pedro do Sul (   Portugal),"40.76267",-8.06293
"Sigiriya RAF Station (GIU/VCCS), Sri Lanka","7.95437","80.75957","Sigiriya RAF Station (GIU/VCCS), Sri Lanka","7.95437","80.75957","10 km (6.3 mls) E off  Elephant Point, Bay of Bengal (   Sri Lanka)","23.14804","86.43976"
"Comox Airport, BC (YQQ/CYQQ), Canada","49.70957",-124.90836,"Winnipeg International Airport, MB (YWG/CYWG), Canada","49.90342",-97.22002,"Mount Ptolemy, near Blairmore, AB (   Canada)","49.60766",-114.43698
"Sioux City-Municipal Airport, IA (SUX/KSUX), United States of America","42.49991",-96.42086,"Chicago-O'Hare International Airport, IL (ORD/KORD), United States of America","41.96638",-87.84859,"0,3 km (0.2 mls) N of Sioux City-Municipal Airport, IA (SUX) (   United States of America)","42.49991",-96.42086
"Belém/Val-de-Cans International Airport, PA (BEL/SBBE), Brazil",-1.392,-48.48126,"Macapá Internacional Airport, AP (MCP/SBMQ), Brazil","0.03409",-51.06649,"Cayenne, Georgetown, Trinidad, Antigua, Jamaica (   Jamaica)","18.31118",-76.95969
"Porto Alegre Airport, RS (POA/SBPA), Brazil",-30.03392,-51.22799,"Porto Alegre Airport, RS (POA/SBPA), Brazil",-30.03392,-51.22799,"Porto Alegre Airport, RS (POA) (   Brazil)",-30.03392,-51.22799
"Calvi-Sainte Catherine Airport (CLY/LFKC), France","45.59964","4.5692","Calvi-Sainte Catherine Airport (CLY/LFKC), France","45.59964","4.5692",near Calvi-Sainte Catherine Airport (CLY) (   France),"48.52163",-3.13302
"Santa Maria Airport, CA (KSMX), United States of America","34.95313",-120.43454,"Santa Barbara Municipal Airport, CA (SBA/KSBA), United States of America","34.41939",-119.69905,"Refugio Pass, CA (   United States of America)","28.30622",-97.27495
